title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,mode
The Simpsons: Bart vs. the Space Mutants,Imagineering,Acclaim Entertainment,Acclaim Entertainment,February 1991,"December 12, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Bart_vs._The_Space_Mutants_cover.jpg/220px-Bart_vs._The_Space_Mutants_cover.jpg,https://en.wikipedia.org/wiki/The_Simpsons:_Bart_vs._the_Space_Mutants,Platform,Single-player
The Simpsons: Bart vs. the World,Imagineering,Acclaim Entertainment,Acclaim Entertainment,December 1991,"October 22, 1992",https://upload.wikimedia.org/wikipedia/en/b/b1/Bart_world_front.jpg,https://en.wikipedia.org/wiki/The_Simpsons:_Bart_vs._the_World,"Action, platform",Single-player
The Simpsons: Bartman Meets Radioactive Man,Imagineering,Acclaim Entertainment,Acclaim Entertainment,December 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Bartman_Meets_Radioactive_Man_Cover.jpg/220px-Bartman_Meets_Radioactive_Man_Cover.jpg,https://en.wikipedia.org/wiki/The_Simpsons:_Bartman_Meets_Radioactive_Man,2D action platformer,Single-player
Skate or Die!,Konami,Ultra Games,Palcom Software,December 1988,"August 17, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Skate_or_Die%21_cover.jpg/220px-Skate_or_Die%21_cover.jpg,https://en.wikipedia.org/wiki/Skate_or_Die!,Skateboarding,1 – 8 players
Skate or Die 2: The Search for Double Trouble,Electronic Arts,Electronic Arts,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Skate_or_Die_2_Cover.PNG/220px-Skate_or_Die_2_Cover.PNG,https://en.wikipedia.org/wiki/Skate_or_Die_2:_The_Search_for_Double_Trouble,Adventure/Skateboarding,Single-player
Ski or Die,Konami,Ultra Games,Palcom Software,February 1991,"October 24, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Ski_or_Die_cover.jpg/220px-Ski_or_Die_cover.jpg,https://en.wikipedia.org/wiki/Ski_or_Die,"Skiing, winter sports","1 – 6 players, varies by event"
Sky Kid,Namco,Sunsoft,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Skykid_arcadeflyer.png/180px-Skykid_arcadeflyer.png,https://en.wikipedia.org/wiki/Sky_Kid,Horizontal-scrolling shooter,Up to 2 players simultaneously
Sky Shark,Software Creations,Taito,Unreleased,September 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Flying_Shark_arcade_flyer.jpg/220px-Flying_Shark_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Sky_Shark,Scrolling shooter,Single-playermultiplayer
Slalom,Rare,Nintendo,Nintendo,March 1987,"October 15, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/6/66/NES_Slalom.jpg/220px-NES_Slalom.jpg,https://en.wikipedia.org/wiki/Slalom_(video_game),Sports (skiing)  Racing,Single-player
Smash TV,Beam Software,Acclaim Entertainment,Acclaim Entertainment,September 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/SmashTV_flyer.jpg/220px-SmashTV_flyer.jpg,https://en.wikipedia.org/wiki/Smash_TV,Multidirectional shooter,"Single-player, two-player co-op"
The Smurfs,Bit Managers,Unreleased,Infogrames,Unreleased,1994,,https://en.wikipedia.org/wiki/List_of_The_Smurfs_video_games,,
Snake Rattle 'n' Roll,Rare,Nintendo,Nintendo,July 1990,"March 27, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Snake_Rattle_n_Roll_gamebox.jpg/220px-Snake_Rattle_n_Roll_gamebox.jpg,https://en.wikipedia.org/wiki/Snake_Rattle_%27n%27_Roll,Platform,"Single-player, cooperative multiplayer"
Snake's Revenge,Konami,Ultra Games,Konami,April 1990,March 1991,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/NES-E2-USA-REV-A.jpg/250px-NES-E2-USA-REV-A.jpg,https://en.wikipedia.org/wiki/Snake%27s_Revenge,"Action-adventure, stealth",Single-player
Snoopy's Silly Sports Spectacular,Kemco,Kemco*Seika,Unreleased,April 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Snoopy%27s_Silly_Sports_Spectacular_Cover.jpg/220px-Snoopy%27s_Silly_Sports_Spectacular_Cover.jpg,https://en.wikipedia.org/wiki/Snoopy%27s_Silly_Sports_Spectacular,Sports,"Single-player, multiplayer"
Snow Brothers,Soft House,Capcom,Capcom,November 1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Snow_Bros._arcade_flyer.jpg/220px-Snow_Bros._arcade_flyer.jpg,https://en.wikipedia.org/wiki/Snow_Brothers,Platform,"
Single-player
Co-op
"
Soccer,Intelligent Systems,Nintendo,Nintendo,"October 18, 1985","January 15, 1987",https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Soccer_Cover.jpg/220px-Soccer_Cover.jpg,https://en.wikipedia.org/wiki/Soccer_(1985_video_game),Sports,"Single-player, multiplayer"
Solar Jetman: Hunt for the Golden Warpship,Zippo Games,Tradewest,Nintendo,September 1990,"September 26, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Solarjetmancover.jpg/220px-Solarjetmancover.jpg,https://en.wikipedia.org/wiki/Solar_Jetman:_Hunt_for_the_Golden_Warpship,Shoot 'em up,Single-player
Solomon's Key,Tecmo,Tecmo,Tecmo,July 1987,"March 30, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Solkeybox.jpg/220px-Solkeybox.jpg,https://en.wikipedia.org/wiki/Solomon%27s_Key,Puzzle,Single-player
Solstice: The Quest for the Staff of Demnos,Software Creations,CSG Imagesoft,Nintendo,June 1990,"September 26, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Solstice_The_Quest_for_the_Staff_of_Demnos_Cover.jpg/220px-Solstice_The_Quest_for_the_Staff_of_Demnos_Cover.jpg,https://en.wikipedia.org/wiki/Solstice:_The_Quest_for_the_Staff_of_Demnos,Puzzle,Single-player
Space Shuttle Project,Imagineering,Absolute Entertainment,Unreleased,November 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Space_Shuttle_Project_Cover.jpg/250px-Space_Shuttle_Project_Cover.jpg,https://en.wikipedia.org/wiki/Space_Shuttle_Project,Action[1],Single-player
Spelunker,"Tamtex, TOSE",Brøderbund,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Spelunker_originalcover.png/220px-Spelunker_originalcover.png,https://en.wikipedia.org/wiki/Spelunker_(video_game),Platform,Single player
Spider-Man: Return of the Sinister Six,Bits Studios,LJN,LJN,October 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Spiderman_return_of_the_sinister_six_NES.jpg/220px-Spiderman_return_of_the_sinister_six_NES.jpg,https://en.wikipedia.org/wiki/Spider-Man:_Return_of_the_Sinister_Six,Action-adventure,Single-player
Spot: The Video Game,Virgin Mastertronic,Arcadia Systems,Unreleased,September 1990,Unreleased,,https://en.wikipedia.org/wiki/Spot:_The_Video_Game,Abstract strategy game,"Single-player, Multiplayer (2 - 4 Player Competitive)"
Spy Hunter,Sunsoft,Sunsoft,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Spy_Hunter_side_art.png/220px-Spy_Hunter_side_art.png,https://en.wikipedia.org/wiki/Spy_Hunter,Vehicular combat,Single player
Spy vs. Spy,Kemco,Kemco*Seika,Kemco,October 1988,"July 27, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Spy_vs_Spy_cover.jpg/220px-Spy_vs_Spy_cover.jpg,https://en.wikipedia.org/wiki/Spy_vs._Spy_(1984_video_game),,"Single-player, multiplayer"
Sqoon,Home Data,Irem,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Sqoon_boxart.jpg/220px-Sqoon_boxart.jpg,https://en.wikipedia.org/wiki/Sqoon,Shoot 'em up,Single-player
Stack-Up,Nintendo Research & Development 1,Nintendo,Nintendo,"October 18, 1985",September 1986,,https://en.wikipedia.org/wiki/Stack-Up,,
Stadium Events,Human Entertainment,Bandai,Bandai,September 1987,1988,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Stadium_Events_cover.jpg/220px-Stadium_Events_cover.jpg,https://en.wikipedia.org/wiki/Stadium_Events,"Exergaming, sports","Single-player, multiplayer"
Stanley: The Search for Dr. Livingston,Sculptured Software,Electro Brain,Unreleased,October 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/c/ce/Stanleythesearchfordrlivingston.jpg,https://en.wikipedia.org/wiki/Stanley:_The_Search_for_Dr._Livingston,Adventure[1],Single-player
Star Force,Hudson Soft,Tecmo,Tecmo,November 1987,"April 27, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Star_Force_arcadeflyer.png/220px-Star_Force_arcadeflyer.png,https://en.wikipedia.org/wiki/Star_Force,Vertical-scrolling shooter,"Single-player, multiplayer"
Star Soldier,Hudson Soft,Taxan,Unreleased,January 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Star_Soldier_Cover.jpg/220px-Star_Soldier_Cover.jpg,https://en.wikipedia.org/wiki/Star_Soldier_(video_game),Shoot 'em up,Single-player
Star Trek: 25th Anniversary,Interplay Entertainment,Ultra Games,Palcom Software,February 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Star_Trek_25th_Anniversary_cover.webp/220px-Star_Trek_25th_Anniversary_cover.webp.png,https://en.wikipedia.org/wiki/Star_Trek:_25th_Anniversary_(NES_video_game),Action-adventure,Single player
Star Trek: The Next Generation,Imagineering,Absolute Entertainment,Unreleased,September 1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/1/1c/Star_Trek_TNG.jpg,https://en.wikipedia.org/wiki/Star_Trek:_The_Next_Generation_(1993_video_game),Large spaceship simulation,Single-player
Star Voyager,ASCII,Acclaim Entertainment,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/SV_NES.PNG/220px-SV_NES.PNG,https://en.wikipedia.org/wiki/Star_Voyager,Action,Single-player
Star Wars[a],"Lucasfilm Games, Beam Software",JVC Musical Industries,JVC Musical Industries,November 1991,"March 26, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/JVC_Star_Wars.jpg/220px-JVC_Star_Wars.jpg,https://en.wikipedia.org/wiki/Star_Wars_(1991_video_game),2D Action Platformer,Single-player
Star Wars: The Empire Strikes Back[a],"Lucasfilm Games, Sculptured Software",JVC Musical Industries,JVC Musical Industries,March 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Star_Wars_The_Empire_Strikes_Back_NES_cover.jpg/220px-Star_Wars_The_Empire_Strikes_Back_NES_cover.jpg,https://en.wikipedia.org/wiki/Star_Wars:_The_Empire_Strikes_Back_(1992_video_game),2D Action Platformer Adventure,Single-player
Starship Hector,Hudson Soft,Hudson Soft,Unreleased,June 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Starship_Hector_Cover.jpg/220px-Starship_Hector_Cover.jpg,https://en.wikipedia.org/wiki/Starship_Hector,Scrolling shooter,Single-player
StarTropics,"Nintendo Research & Development 3, Locomotive Corporation",Nintendo,Nintendo,"December 1, 1990","August 20, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Startropics_box.jpg/220px-Startropics_box.jpg,https://en.wikipedia.org/wiki/StarTropics,Action-adventure,Single-player
Stealth ATF,Imagineering,Activision,Nintendo,October 1989,"May 30, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Stealth_ATF2.jpg/220px-Stealth_ATF2.jpg,https://en.wikipedia.org/wiki/Stealth_ATF,First-person and third-person flight simulator[2],Single-player  Multiplayer (up to two players)[2]
Stinger,Konami,Konami,Unreleased,September 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Moero_TwinBee_%28FCD_packaging%29.jpg/220px-Moero_TwinBee_%28FCD_packaging%29.jpg,https://en.wikipedia.org/wiki/Moero_TwinBee:_Cinnamon-hakase_wo_Sukue!,Shoot 'em up,"Single-player, multiplayer"
Street Cop,Human Entertainment,Bandai,Unreleased,June 1989,Unreleased,,https://en.wikipedia.org/wiki/Street_Cop,,
Street Fighter 2010: The Final Fight,Capcom,Capcom,Unreleased,September 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Street_Fighter_2010_box.jpg/220px-Street_Fighter_2010_box.jpg,https://en.wikipedia.org/wiki/Street_Fighter_2010:_The_Final_Fight,"Platform,  Run and gun",Single-player
Strider,Capcom,Capcom,Unreleased,July 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Strider_NES_cover.jpg/220px-Strider_NES_cover.jpg,https://en.wikipedia.org/wiki/Strider_(NES_video_game),"Platform, Metroidvania[2]",Single-player
Super C (NA)Probotector II: Return of The Evil Forces (EU),Konami,Konami,Konami,April 1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Super_contra.jpg/220px-Super_contra.jpg,https://en.wikipedia.org/wiki/Super_C_(video_game),Run-and-gun shooter,"Single-player, multiplayer"
Super Cars,Magnetic Fields,Electro Brain,Unreleased,February 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/8/80/Super_Cars.png,https://en.wikipedia.org/wiki/Super_Cars,Sport,Single-Player
Super Dodge Ball,Technōs Japan,CSG Imagesoft,Unreleased,July 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Super_Dodge_Ball_%28NES_cover%29.JPG/220px-Super_Dodge_Ball_%28NES_cover%29.JPG,https://en.wikipedia.org/wiki/Super_Dodge_Ball_(NES_video_game),Sports,Single-player  Multiplayer
Super Glove Ball,Rare,Mattel,Unreleased,October 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/SGB_NES.PNG/220px-SGB_NES.PNG,https://en.wikipedia.org/wiki/Super_Glove_Ball,Action[1],Single player
Super Jeopardy!,Imagitec,GameTek,Unreleased,September 1991,Unreleased,,https://en.wikipedia.org/wiki/Super_Jeopardy!,,
Super Mario Bros.,Nintendo Research & Development 4,Nintendo,Nintendo,"October 18, 1985",1987,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Super_Mario_Bros._box.png/220px-Super_Mario_Bros._box.png,https://en.wikipedia.org/wiki/Super_Mario_Bros.,Platform,"Single-player, Multiplayer"
Super Mario Bros./Duck Hunt,Nintendo,Nintendo,Nintendo,November 1988,December 1988,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Super_Mario_Bros._box.png/220px-Super_Mario_Bros._box.png,https://en.wikipedia.org/wiki/Super_Mario_Bros./Duck_Hunt,Platform,"Single-player, Multiplayer"
Super Mario Bros./Duck Hunt/World Class Track Meet,"Nintendo, Human Entertainment",Nintendo,Unreleased,December 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Super_Mario_Bros._box.png/220px-Super_Mario_Bros._box.png,https://en.wikipedia.org/wiki/Super_Mario_Bros./Duck_Hunt/World_Class_Track_Meet,Platform,"Single-player, Multiplayer"
Super Mario Bros./Tetris/Nintendo World Cup,"Nintendo, Technōs Japan",Unreleased,Nintendo,Unreleased,1991,,https://en.wikipedia.org/wiki/Super_Mario_Bros./Tetris/Nintendo_World_Cup,,
Super Mario Bros. 2,Nintendo Research & Development 4,Nintendo,Nintendo,"October 9, 1988","April 28, 1989",https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Super_Mario_Bros_2.jpg/220px-Super_Mario_Bros_2.jpg,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,Platform,Single-player
Super Mario Bros. 3,Nintendo Research & Development 4,Nintendo,Nintendo,"February 12, 1990","August 29, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Super_Mario_Bros._3_coverart.png/220px-Super_Mario_Bros._3_coverart.png,https://en.wikipedia.org/wiki/Super_Mario_Bros._3,Platform,"Single-player, multiplayer"
Super Pitfall,Micronics,Activision,Unreleased,November 1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Superpitfall.JPG/220px-Superpitfall.JPG,https://en.wikipedia.org/wiki/Super_Pitfall,Platformer,"Single-player, Multiplayer"
Super Spike V'Ball,Technōs Japan,Nintendo,Nintendo,February 1990,"January 23, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Vball_game_flyer.png/220px-Vball_game_flyer.png,https://en.wikipedia.org/wiki/Super_Spike_V%27Ball,Sports,"Up to 4 players, simultaneously"
Super Spike V'Ball/Nintendo World Cup,"Nintendo, Technōs Japan",Nintendo,Unreleased,December 1990,Unreleased,,https://en.wikipedia.org/wiki/Super_Spike_V%27Ball/Nintendo_World_Cup,,
Super Spy Hunter,Sunsoft,Sunsoft,Sunsoft,February 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Spy_Hunter_side_art.png/220px-Spy_Hunter_side_art.png,https://en.wikipedia.org/wiki/Super_Spy_Hunter,Vehicular combat,Single player
Super Team Games,Human Entertainment,Nintendo,Unreleased,November 1988,Unreleased,,https://en.wikipedia.org/wiki/Super_Team_Games,,
Super Turrican,Manfred Trenz,Unreleased,Imagineer,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Super_Turrican_NES.jpg/220px-Super_Turrican_NES.jpg,https://en.wikipedia.org/wiki/Super_Turrican_(NES),Run and gun,Single-player
Superman,Kemco,Kemco*Seika,Unreleased,December 1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/5/59/SupermanNES.jpg,https://en.wikipedia.org/wiki/Superman_(Kemco_game),Action-adventure,Single-player
Swamp Thing,Imagineering,THQ,THQ,December 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Swamp_Thing_cover.jpg/220px-Swamp_Thing_cover.jpg,https://en.wikipedia.org/wiki/Swamp_Thing_(video_game),Platform,Single-player
Sword Master,Athena,Activision,Activision,January 1992,"January 21, 1993",https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Sword_Master_for_NES_cover_art.jpg/220px-Sword_Master_for_NES_cover_art.jpg,https://en.wikipedia.org/wiki/Sword_Master_(video_game),Platform game,Single-player
Swords and Serpents,Interplay Entertainment,Acclaim Entertainment,Acclaim Entertainment,August 1990,"November 28, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Swords_and_Serpents_cover.jpg/220px-Swords_and_Serpents_cover.jpg,https://en.wikipedia.org/wiki/Swords_and_Serpents,"Role-playing, dungeon crawl","Single-player, multiplayer"
Taboo: The Sixth Sense,Rare,Tradewest,Unreleased,April 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Taboo_-_The_Sixth_Sense_Title_Screen.png/220px-Taboo_-_The_Sixth_Sense_Title_Screen.png,https://en.wikipedia.org/wiki/Taboo:_The_Sixth_Sense,Non-game,Single-player
Tag Team Wrestling,"Data East, Sakata SAS",Data East,Unreleased,October 1986,Unreleased,,https://en.wikipedia.org/wiki/Tag_Team_Wrestling,Sports (wrestling)  Fighting,"Single player, multi-player (alternating turns)"
TaleSpin,Capcom,Capcom,Capcom,December 1991,"September 24, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/TaleSpin_NES_Cover.png/220px-TaleSpin_NES_Cover.png,https://en.wikipedia.org/wiki/TaleSpin_(Capcom),Scrolling shooter,Single-player
Target: Renegade,Software Creations,Taito,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Target_renegade_inlay.jpg/256px-Target_renegade_inlay.jpg,https://en.wikipedia.org/wiki/Target:_Renegade,Beat 'em up,"Single-player, two player"
Tecmo Baseball,Tecmo,Tecmo,Unreleased,January 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/TecmoBaseball.jpg/220px-TecmoBaseball.jpg,https://en.wikipedia.org/wiki/Tecmo_Baseball,Sports,1-2
Tecmo Bowl,Tecmo,Tecmo,Unreleased,February 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/TecmoBowl_arcadeflyer.png/220px-TecmoBowl_arcadeflyer.png,https://en.wikipedia.org/wiki/Tecmo_Bowl,American football video game ,"Single-player, multiplayer"
Tecmo Cup Soccer Game (NA)Tecmo Cup: Football Game (EU),Tecmo,Tecmo,Tecmo,September 1992,"September 24, 1992",https://upload.wikimedia.org/wikipedia/en/2/24/TecmoCupSoccerGame.jpg,https://en.wikipedia.org/wiki/Tecmo_Cup_Soccer_Game,Sports[1] (association football)  Role playing,Single-player
Tecmo NBA Basketball,Sculptured Software,Tecmo,Unreleased,November 1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Tecmo_NBA_Basketball_cover.png/220px-Tecmo_NBA_Basketball_cover.png,https://en.wikipedia.org/wiki/Tecmo_NBA_Basketball,Sports[1],Single-player and multiplayer
Tecmo Super Bowl,Tecmo,Tecmo,Unreleased,December 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/1/13/Tecmo_Super_Bowl.jpg,https://en.wikipedia.org/wiki/Tecmo_Super_Bowl,Sports (American football),"Single-player, multiplayer"
Tecmo World Cup Soccer,Tecmo,Unreleased,Tecmo,Unreleased,1991,,https://en.wikipedia.org/wiki/Tecmo_World_Cup_Soccer,Sports,Single-player and Two-player
Tecmo World Wrestling,Tecmo,Tecmo,Tecmo,April 1990,"November 23, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Tecmo_World_Wrestling.jpg/220px-Tecmo_World_Wrestling.jpg,https://en.wikipedia.org/wiki/Tecmo_World_Wrestling,Professional wrestling[1],Single-player  Multiplayer
Teenage Mutant Ninja Turtles (NA/AU)Teenage Mutant Hero Turtles (EU),Konami,Ultra Games,Palcom Software,June 1989,"August 17, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Teenage_Mutant_Ninja_Turtles_%281989_video_game%29.jpg/220px-Teenage_Mutant_Ninja_Turtles_%281989_video_game%29.jpg,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(NES_video_game),Action-platform,Single-player
Teenage Mutant Ninja Turtles II: The Arcade Game (NA/AU)Teenage Mutant Hero Turtles II: The Arcade Game (EU),Konami,Ultra Games,Konami,December 1990,"November 14, 1991",https://upload.wikimedia.org/wikipedia/en/thumb/0/04/Teenage_Mutant_Ninja_Turtles_%281989_arcade_game%29.jpg/220px-Teenage_Mutant_Ninja_Turtles_%281989_arcade_game%29.jpg,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(arcade_game),Beat 'em up,"Single-player, multiplayer"
Teenage Mutant Ninja Turtles III: The Manhattan Project,Konami,Konami,Unreleased,"February 1, 1992",Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/TMTN3_CoverArt.jpg/220px-TMTN3_CoverArt.jpg,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_III:_The_Manhattan_Project,Beat 'em up,"Single-player, multiplayer"
Teenage Mutant Ninja Turtles: Tournament Fighters (NA)Teenage Mutant Hero Turtles: Tournament Fighters (EU),Konami,Konami,Konami,February 1994,1994,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/TMNT_Tournament_Fighters_print_ad.png/250px-TMNT_Tournament_Fighters_print_ad.png,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Tournament_Fighters#Nintendo_Entertainment_System_version,Fighting game,1 or 2 players
Tennis,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,Nintendo,"October 18, 1985","September 1, 1986",https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Tennis_%28video_game%29.jpg/220px-Tennis_%28video_game%29.jpg,https://en.wikipedia.org/wiki/Tennis_(1984_video_game),Sports,"Single-player, multiplayer"
The Terminator,Radical Entertainment,Mindscape,Mindscape,December 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Terminator_%28franchise_logo%29.svg/250px-Terminator_%28franchise_logo%29.svg.png,https://en.wikipedia.org/wiki/The_Terminator_(NES),ActionAdventureBeat em upFirst-person shooterRacingPlatformSide-scrollingShoot 'em upThird-person shooter,
Terminator 2: Judgment Day,Software Creations,LJN,LJN,February 1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Terminator_%28franchise_logo%29.svg/250px-Terminator_%28franchise_logo%29.svg.png,https://en.wikipedia.org/wiki/List_of_Terminator_video_games#Terminator_2:_Judgment_Day_(8-bit_version),ActionAdventureBeat em upFirst-person shooterRacingPlatformSide-scrollingShoot 'em upThird-person shooter,
Terra Cresta,Nihon Bussan,Vic Tokai,Unreleased,March 1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/TerraCresta_arcadeflyer.png/220px-TerraCresta_arcadeflyer.png,https://en.wikipedia.org/wiki/Terra_Cresta,Vertical-scrolling shooter,"Single-player, multiplayer"
Tetris,Nintendo Research & Development 1,Nintendo,Nintendo,November 1989,"February 23, 1990",https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Tetris_NES_cover_art.jpg/220px-Tetris_NES_cover_art.jpg,https://en.wikipedia.org/wiki/Tetris_(NES_video_game),Puzzle,Single-player
Tetris 2,TOSE,Nintendo,Nintendo,October 1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Tetris_2_NES.jpg/220px-Tetris_2_NES.jpg,https://en.wikipedia.org/wiki/Tetris_2_(1993_video_game),Puzzle,"Single-player, multiplayer"
The Three Stooges,Beam Software,Activision,Unreleased,October 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Three_stooges_box_art.jpg/220px-Three_stooges_box_art.jpg,https://en.wikipedia.org/wiki/The_Three_Stooges_(video_game),Adventure,
Thunder & Lightning,Visco Corporation,Romstar,Unreleased,December 1990,Unreleased,,https://en.wikipedia.org/wiki/Thunder_%26_Lightning_(video_game),,
Thunderbirds,Pack-In-Video,Activision,Unreleased,September 1990,Unreleased,,https://en.wikipedia.org/wiki/Thunderbirds_(game),,
Thundercade,Micronics,American Sammy,Unreleased,July 1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/ThundercadeFlyer.jpg/220px-ThundercadeFlyer.jpg,https://en.wikipedia.org/wiki/Thundercade,Scrolling shooter[2],Single-player[3]  Multiplayer[3]
Tiger-Heli,Micronics,Acclaim Entertainment,Acclaim Entertainment,September 1987,"January 17, 1990",https://upload.wikimedia.org/wikipedia/en/f/ff/Tiger-Heli_arcade_flyer.jpg,https://en.wikipedia.org/wiki/Tiger-Heli,Vertically scrolling shooter,"Single-player, multiplayer"
Time Lord,Rare,Milton Bradley Company,Milton Bradley Company,September 1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Time_Lord_Coverart.png/256px-Time_Lord_Coverart.png,https://en.wikipedia.org/wiki/Time_Lord_(video_game),"Action, platforming",Single-player
Times of Lore,Toho,Toho,Unreleased,May 1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Times_of_Lore_cover.jpg/220px-Times_of_Lore_cover.jpg,https://en.wikipedia.org/wiki/Times_of_Lore,"Action-adventure game, action role-playing game",Single-player
Tiny Toon Adventures,Konami,Konami,Konami,December 1991,"October 22, 1992",https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Tiny_Toon_Adventures_NES_cover.jpg/220px-Tiny_Toon_Adventures_NES_cover.jpg,https://en.wikipedia.org/wiki/Tiny_Toon_Adventures_(video_game),platformer,Single-player
