title,developer,publisher_na,publisher_eu,release_na,release_eu,img,wiki_link,genre,multi-support
Indiana Jones and the Last Crusade (NA)Indy: Indiana Jones and the Last Crusade (EU),NMS Software,Ubisoft,Ubisoft,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Ijatlcts.png/220px-Ijatlcts.png,https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Last_Crusade:_The_Action_Game,Action-adventure,False
Indiana Jones and the Temple of Doom[b],Tengen,Mindscape,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/TempleofDoomTengenCover.jpg/220px-TempleofDoomTengenCover.jpg,https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Temple_of_Doom_(1988_video_game),Action,False
Infiltrator,Eastridge Technology,Mindscape,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Infiltrator_Coverart.png/220px-Infiltrator_Coverart.png,https://en.wikipedia.org/wiki/Infiltrator_(video_game),Action,False
International Cricket,Beam Software,Unreleased,Laser Beam Entertainment,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/InternationalCricketAUBoxShotNES.jpg/220px-InternationalCricketAUBoxShotNES.jpg,https://en.wikipedia.org/wiki/International_Cricket,Sports ,True
Iron Tank: The Invasion of Normandy,SNK,SNK,SNK,1988,1988,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Iron_tank_cover_nes.jpg/220px-Iron_tank_cover_nes.jpg,https://en.wikipedia.org/wiki/Iron_Tank,Shooting,False
Ironsword: Wizards & Warriors II,Zippo Games,Acclaim Entertainment,Acclaim Entertainment,1989,1991,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Ironsword_cover.png/220px-Ironsword_cover.png,https://en.wikipedia.org/wiki/Ironsword:_Wizards_%26_Warriors_II,Platform,False
Isolated Warrior,KID,NTVIC,Nintendo,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Isolated_Warrior_Cover.png/220px-Isolated_Warrior_Cover.png,https://en.wikipedia.org/wiki/Isolated_Warrior,"Action, scrolling shooter",False
Ivan 'Ironman' Stewart's Super Off Road,Rare,Tradewest,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Super_Off_Road_Racer_ZX_Spectrum_Inlay.jpg/220px-Super_Off_Road_Racer_ZX_Spectrum_Inlay.jpg,https://en.wikipedia.org/wiki/Ivan_%27Ironman%27_Stewart%27s_Super_Off_Road,Racing,True
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf,Sculptured Software,Konami,Konami,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Jack_Nicklaus%27_Greatest_18_Holes_of_Major_Championship_Golf.jpg/220px-Jack_Nicklaus%27_Greatest_18_Holes_of_Major_Championship_Golf.jpg,https://en.wikipedia.org/wiki/Jack_Nicklaus%27_Greatest_18_Holes_of_Major_Championship_Golf,Sports game ,True
Jackal,Konami,Konami,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Jackal_game_flyer.png/220px-Jackal_game_flyer.png,https://en.wikipedia.org/wiki/Jackal_(video_game),Run-and-gun,True
Jackie Chan's Action Kung Fu,Now Production,Hudson Soft,Hudson Soft,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Jackie_Chan%27s_Action_Kung_Fu_Coverart.png/220px-Jackie_Chan%27s_Action_Kung_Fu_Coverart.png,https://en.wikipedia.org/wiki/Jackie_Chan%27s_Action_Kung_Fu,Platformer,False
James Bond Jr.,Eurocom,THQ,THQ,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/JamesBondJrTitleCard.jpg/250px-JamesBondJrTitleCard.jpg,https://www.mobygames.com/game/nes/james-bond-jr,Action,False
Jaws,Escape/Westone,LJN,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Jaws_%28NES%29.jpg/220px-Jaws_%28NES%29.jpg,https://en.wikipedia.org/wiki/Jaws_(video_game),Action,False
Jeopardy!,Rare,GameTek,Unreleased,1988,Unreleased,https://www.mobygames.com/images/covers/l/174665-jeopardy-nes-front-cover.jpg,https://www.mobygames.com/game/nes/jeopardy_____,Puzzle,False
Jeopardy! 25th Anniversary Edition,Rare,GameTek,Unreleased,1990,Unreleased,https://www.mobygames.com/images/covers/l/78029-jeopardy-25th-anniversary-edition-nes-front-cover.jpg,https://www.mobygames.com/game/nes/jeopardy-25th-anniversary-edition,Puzzle,False
Jeopardy! Junior Edition,Rare,GameTek,Unreleased,1989,Unreleased,https://www.mobygames.com/images/covers/l/175266-jeopardy-junior-edition-nes-front-cover.jpg,https://www.mobygames.com/game/nes/jeopardy-junior-edition,Puzzle,False
The Jetsons: Cogswell's Caper!,Natsume,Taito,Taito,1992,1993,https://upload.wikimedia.org/wikipedia/en/c/c0/The_Jetsons_Cogswell%27s_Caper.jpg,https://en.wikipedia.org/wiki/The_Jetsons:_Cogswell%27s_Caper!,2D action platformer,False
Jimmy Connors Tennis,NMS Software,Ubisoft,Ubisoft,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/JimmyConnorsTennisUSNovember1993NESCoverArtImage.jpg/220px-JimmyConnorsTennisUSNovember1993NESCoverArtImage.jpg,https://en.wikipedia.org/wiki/Jimmy_Connors_Tennis,Tennis,True
Joe & Mac (NA)Joe & Mac: Caveman Ninja (EU),Elite Systems,Data East,Elite Systems,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Joe_%26_Mac_Coverart.png/220px-Joe_%26_Mac_Coverart.png,https://en.wikipedia.org/wiki/Joe_%26_Mac,Platform,True
John Elway's Quarterback,Rare,Tradewest,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/John_Elway%27s_Quarterback_Coverart.png/220px-John_Elway%27s_Quarterback_Coverart.png,https://en.wikipedia.org/wiki/John_Elway%27s_Quarterback,Traditional football simulation,False
Jordan vs. Bird: One on One,Rare,Milton Bradley Company,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Jordan_vs_Bird_-_One_on_One_Coverart.png/220px-Jordan_vs_Bird_-_One_on_One_Coverart.png,https://en.wikipedia.org/wiki/Jordan_vs._Bird:_One_on_One,Sports ,False
Journey to Silius,Sunsoft,Sunsoft,Sunsoft,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Journey_to_Silius_box.jpg/220px-Journey_to_Silius_box.jpg,https://en.wikipedia.org/wiki/Journey_to_Silius,Run and gun,False
Joust,HAL Laboratory,HAL America,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Joust_Flyer.png/220px-Joust_Flyer.png,https://en.wikipedia.org/wiki/Joust_(video_game),Action,True
Jurassic Park,Ocean Software,Ocean Software,Ocean Software,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Jurassic_Park_box_art_%28NES%29.jpg/220px-Jurassic_Park_box_art_%28NES%29.jpg,https://en.wikipedia.org/wiki/Jurassic_Park_(NES_video_game),Action,False
Kabuki: Quantum Fighter,Human Entertainment,HAL America,Nintendo,1991,1992,https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Kabuki_Quantum_Fighter.jpg/220px-Kabuki_Quantum_Fighter.jpg,https://en.wikipedia.org/wiki/Kabuki_Quantum_Fighter,Platform,False
Karate Champ,"Data East, Sakata SAS",Data East,Unreleased,1986,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Karate_Champ_flyer.png/220px-Karate_Champ_flyer.png,https://en.wikipedia.org/wiki/Karate_Champ,Fighting,True
The Karate Kid,Atlus,LJN,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/KarateKidNEScover.jpg/220px-KarateKidNEScover.jpg,https://en.wikipedia.org/wiki/The_Karate_Kid_(video_game),Action,True
Karnov,"Data East, Sakata SAS",Data East,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Karnov_game_flyer.png/220px-Karnov_game_flyer.png,https://en.wikipedia.org/wiki/Karnov,Platform,True
Kick Master,KID,Taito,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Nintendo_Entertainment_System_Kick_Master_cover_art.jpg/220px-Nintendo_Entertainment_System_Kick_Master_cover_art.jpg,https://en.wikipedia.org/wiki/Kick_Master,"Action, platform",False
Kick Off,Enigma Variations,Unreleased,Imagineer,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Kick_Off_Amstrad_cover.jpg/220px-Kick_Off_Amstrad_cover.jpg,https://en.wikipedia.org/wiki/Kick_Off_(series),Sports,True
Kickle Cubicle,Irem,Irem,Irem,1990,1990,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Kickle_Cubicle_cover.jpg/252px-Kickle_Cubicle_cover.jpg,https://en.wikipedia.org/wiki/Kickle_Cubicle,Puzzle,False
Kid Icarus,"Nintendo Research & Development 1, TOSE",Nintendo,Nintendo,1987,1987,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Kid_Icarus_NES_box_art.png/220px-Kid_Icarus_NES_box_art.png,https://en.wikipedia.org/wiki/Kid_Icarus,Platform,False
Kid Klown in Night Mayor World,Kemco,Kemco,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Kid_Klown_in_Night_Mayor_World_Coverart.png/220px-Kid_Klown_in_Night_Mayor_World_Coverart.png,https://en.wikipedia.org/wiki/Kid_Klown_in_Night_Mayor_World,Platformer,False
Kid Kool,Vic Tokai,Vic Tokai,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Kid_Kool_Coverart.png/220px-Kid_Kool_Coverart.png,https://en.wikipedia.org/wiki/Kid_Kool,Platform,False
Kid Niki: Radical Ninja,TOSE,Data East,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/KaiketsuYanchamaru_arcadeflyer.png/220px-KaiketsuYanchamaru_arcadeflyer.png,https://en.wikipedia.org/wiki/Kid_Niki:_Radical_Ninja,Platform,True
King's Knight,"Square, Workss",Square,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/King%27s_Knight_Screenshot1.jpg/220px-King%27s_Knight_Screenshot1.jpg,https://en.wikipedia.org/wiki/King%27s_Knight,"Action role-playing, scrolling shooter",True
King's Quest V: Absence Makes the Heart Go Yonder!,Novotrade International,Konami,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/King%27s_Quest_V_-_Absence_Makes_the_Heart_Go_Yonder%21_Coverart.jpg/220px-King%27s_Quest_V_-_Absence_Makes_the_Heart_Go_Yonder%21_Coverart.jpg,https://en.wikipedia.org/wiki/King%27s_Quest_V:_Absence_Makes_the_Heart_Go_Yonder!,Adventure,False
Kings of the Beach,Konami,Ultra Games,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/d/df/Kings_of_the_Beach_Coverart.png,https://en.wikipedia.org/wiki/Kings_of_the_Beach,Sports ,False
Kirby's Adventure,HAL Laboratory,Nintendo,Nintendo,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Kirby%27s_Adventure_Coverart.png/220px-Kirby%27s_Adventure_Coverart.png,https://en.wikipedia.org/wiki/Kirby%27s_Adventure,Platform,False
Kiwi Kraze (NA)The NewZealand Story (EU),Software Creations,Taito,Ocean Software,1991,1991,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/TheNewZealandStory_arcadeflyer.png/220px-TheNewZealandStory_arcadeflyer.png,https://en.wikipedia.org/wiki/The_NewZealand_Story,Platformer,True
KlashBall,The Bitmap Brothers,SOFEL,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Speedball_video_game_cover.jpg/220px-Speedball_video_game_cover.jpg,https://en.wikipedia.org/wiki/KlashBall,"Sports, Action",True
Knight Rider,Pack-In-Video,Acclaim Entertainment,Acclaim Entertainment,1989,1990,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/KR_NES.PNG/220px-KR_NES.PNG,https://en.wikipedia.org/wiki/Knight_Rider_(video_game),Racing,False
Konami Hyper Soccer,Konami,Unreleased,Konami,Unreleased,1992,https://upload.wikimedia.org/wikipedia/en/b/b4/Konamihypersoccer.JPG,https://en.wikipedia.org/wiki/Konami_Hyper_Soccer,Sports,True
The Krion Conquest,Vic Tokai,Vic Tokai,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/TheKrionConquest_boxart.png/220px-TheKrionConquest_boxart.png,https://en.wikipedia.org/wiki/The_Krion_Conquest,Action/Platform,False
Krusty's Fun House,Audiogenic,Acclaim Entertainment,Acclaim Entertainment,1992,1992,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/NES_Krusty%27s_Fun_House.jpg/220px-NES_Krusty%27s_Fun_House.jpg,https://en.wikipedia.org/wiki/Krusty%27s_Fun_House,Puzzle,False
Kung Fu,Nintendo,Nintendo,Nintendo,1985,1987,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/KungFuMaster_arcadeflyer.png/220px-KungFuMaster_arcadeflyer.png,https://en.wikipedia.org/wiki/Kung-Fu_Master_(video_game),Beat 'em up,True
Kung-Fu Heroes,Culture Brain,Culture Brain,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/KungFuHeroes_frontcover.png/220px-KungFuHeroes_frontcover.png,https://en.wikipedia.org/wiki/Kung-Fu_Heroes,Action  Beat 'em up,True
Laser Invasion,Konami,Konami,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Laser_Invasion_Coverart.png/220px-Laser_Invasion_Coverart.png,https://en.wikipedia.org/wiki/Laser_Invasion,Shooter,False
Last Action Hero,Teeny Weeny Games,Sony Imagesoft,Unreleased,1993,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Last_Action_Hero_Coverart.png/220px-Last_Action_Hero_Coverart.png,https://en.wikipedia.org/wiki/Last_Action_Hero_(video_game),"Action, beat em up",False
The Last Ninja,Beam Software,Jaleco,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/LastNinja-c64_cover01.jpg/220px-LastNinja-c64_cover01.jpg,https://en.wikipedia.org/wiki/The_Last_Ninja,Action-adventure,False
The Last Starfighter,Eastridge Technology,Mindscape,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Uridium_cover.jpg/220px-Uridium_cover.jpg,https://en.wikipedia.org/wiki/Uridium,Scrolling shooter,False
Lee Trevino's Fighting Golf,SNK,SNK,SNK,1988,1990,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/LeeTrevinoFightingGolfBoxart.jpg/220px-LeeTrevinoFightingGolfBoxart.jpg,https://en.wikipedia.org/wiki/Lee_Trevino%27s_Fighting_Golf,Traditional golf simulation,True
Legacy of the Wizard,Nihon Falcom,Brøderbund,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Legacyofthewizard.jpg/220px-Legacyofthewizard.jpg,https://en.wikipedia.org/wiki/Legacy_of_the_Wizard,Action RPG  Platform-Adventure,False
The Legend of Kage,Taito,Taito,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Kageflyer.jpg/220px-Kageflyer.jpg,https://en.wikipedia.org/wiki/The_Legend_of_Kage,Action  Hack-and-slash  Beat 'em up,False
The Legend of Prince Valiant,Special FX Software,Unreleased,Ocean Software,Unreleased,1992,https://www.mobygames.com/images/shots/l/455747-the-legend-of-prince-valiant-nes-screenshot-title-and-copyright.png,https://www.mobygames.com/game/nes/legend-of-prince-valiant,Action,False
Legend of the Ghost Lion,Kemco,Kemco,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Ghost_Lion_Coverart.png/220px-Ghost_Lion_Coverart.png,https://en.wikipedia.org/wiki/Legend_of_the_Ghost_Lion,Role-playing,False
The Legend of Zelda,Nintendo Research & Development 4,Nintendo,Nintendo,1987,1987,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Legend_of_zelda_cover_%28with_cartridge%29_gold.png/220px-Legend_of_zelda_cover_%28with_cartridge%29_gold.png,https://en.wikipedia.org/wiki/The_Legend_of_Zelda_(video_game),Action-adventure,False
Legendary Wings,Capcom,Capcom,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Legendary_Wings_game_flyer.png/220px-Legendary_Wings_game_flyer.png,https://en.wikipedia.org/wiki/Legendary_Wings,"Scrolling shooter, platform",True
Legends of the Diamond,TOSE,Bandai,Unreleased,1992,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Legends_of_the_Diamond_cover.jpg/220px-Legends_of_the_Diamond_cover.jpg,https://en.wikipedia.org/wiki/Legends_of_the_Diamond,Sports,True
Lemmings,Ocean Software,Sunsoft,Sunsoft,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Lemmings-BoxScan.jpg/220px-Lemmings-BoxScan.jpg,https://en.wikipedia.org/wiki/Lemmings_(video_game),"Puzzle, Strategy",True
L'Empereur,Koei,Koei,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/L%27_Empereur_cover.jpg/220px-L%27_Empereur_cover.jpg,https://en.wikipedia.org/wiki/L%27Empereur,Turn-based strategy,False
Les Chevaliers du Zodiaque: La Légende d'or,TOSE,Unreleased,Bandai,Unreleased,1987,https://www.mobygames.com/images/covers/l/298283-saint-seiya-ogon-densetsu-nes-front-cover.jpg,https://www.mobygames.com/game/nes/saint-seiya-gon-densetsu,"Action, RPG",False
Lethal Weapon,Eurocom,Ocean Software,Ocean Software,1993,1993,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Lethal_Weapon_Coverart.png/220px-Lethal_Weapon_Coverart.png,https://en.wikipedia.org/wiki/Lethal_Weapon_(video_game),Action,False
Life Force (NA)Life Force Salamander (EU),Konami,Konami,Konami,1988,1989,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Salamander_flyer.png/220px-Salamander_flyer.png,https://en.wikipedia.org/wiki/Salamander_(video_game)#Nintendo_Entertainment_System,Scrolling shooter,True
Little League Baseball: Championship Series,SNK,SNK,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/LittleLeagueBaseballBoxShotNES.jpg/220px-LittleLeagueBaseballBoxShotNES.jpg,https://en.wikipedia.org/wiki/Little_League_Baseball:_Championship_Series,Arcade baseball,True
Little Nemo: The Dream Master,Capcom,Capcom,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/Littlenemocover.png/220px-Littlenemocover.png,https://en.wikipedia.org/wiki/Little_Nemo:_The_Dream_Master,Platform,False
Little Ninja Brothers,Culture Brain,Culture Brain,Culture Brain,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Littleninjabrothers-label.jpg/155px-Littleninjabrothers-label.jpg,https://en.wikipedia.org/wiki/Little_Ninja_Brothers,Action RPG,False
Little Samson,Takeru,Taito,Taito,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Nintendo_Entertainment_System_Little_Samson_cover_art.jpg/220px-Nintendo_Entertainment_System_Little_Samson_cover_art.jpg,https://en.wikipedia.org/wiki/Little_Samson,Platform,False
Lode Runner,Hudson Soft,Brøderbund,Unreleased,1987,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Lode_Runner_Coverart.png/220px-Lode_Runner_Coverart.png,https://en.wikipedia.org/wiki/Lode_Runner,Puzzle-platform,False
The Lone Ranger,Konami,Konami,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/The_Lone_Ranger_for_NES_%28cover%29.jpg/220px-The_Lone_Ranger_for_NES_%28cover%29.jpg,https://en.wikipedia.org/wiki/The_Lone_Ranger_(video_game),Action-adventure,False
Loopz,"Audiogenic, Milestone srl",Mindscape,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Loopz_Coverart.png/220px-Loopz_Coverart.png,https://en.wikipedia.org/wiki/Loopz,Puzzle,False
Low G Man: The Low Gravity Man,KID,Taxan,Nintendo,1990,1991,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Nintendo_Entertainment_System_Low_G_Man_-_The_Low_Gravity_Man_cover_art.jpg/220px-Nintendo_Entertainment_System_Low_G_Man_-_The_Low_Gravity_Man_cover_art.jpg,https://en.wikipedia.org/wiki/Low_G_Man:_The_Low_Gravity_Man,"Action, platform",False
Lunar Pool,Compile,FCI,FCI,1987,1987,https://upload.wikimedia.org/wikipedia/en/2/25/LunarPoolNESBoxart.jpg,https://en.wikipedia.org/wiki/Lunar_Pool,Cue sports,True
M.C. Kids (NA)McDonaldland (EU),Virgin Interactive,Virgin Interactive,Ocean Software,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/M.C._Kids_cover.png/220px-M.C._Kids_cover.png,https://en.wikipedia.org/wiki/M.C._Kids,Platform game,True
M.U.L.E.,Eastridge Technology,Mindscape,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Mule_box.jpg/220px-Mule_box.jpg,https://en.wikipedia.org/wiki/M.U.L.E.,Business simulation game,True
M.U.S.C.L.E.,TOSE,Bandai,Unreleased,1986,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/MUSCLE_game.jpg/220px-MUSCLE_game.jpg,https://en.wikipedia.org/wiki/M.U.S.C.L.E._(video_game),Action  Wrestling,True
Mach Rider,Nintendo,Nintendo,Nintendo,1986,1987,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Mach_rider_boxart.png/220px-Mach_rider_boxart.png,https://en.wikipedia.org/wiki/Mach_Rider,Vehicular combat,False
Mad Max,Eastridge Technology,Mindscape,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Mad_Max_Coverart.png/220px-Mad_Max_Coverart.png,https://en.wikipedia.org/wiki/Mad_Max_(1990_video_game),Action,False
The Mafat Conspiracy: Golgo 13,Aicom,Vic Tokai,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/0/0b/The_Mafat_Conspiracy_cover.jpg/220px-The_Mafat_Conspiracy_cover.jpg,https://en.wikipedia.org/wiki/The_Mafat_Conspiracy,Action adventure,False
Magic Darts,SETA,Romstar,Unreleased,1991,Unreleased,https://upload.wikimedia.org/wikipedia/en/f/f5/Magic_Darts_Cover.jpg,https://en.wikipedia.org/wiki/Magic_Darts,Sports,True
Magic Johnson's Fast Break,Software Creations,Tradewest,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Magic_Johnson%27s_Basketball_Coverart.png/220px-Magic_Johnson%27s_Basketball_Coverart.png,https://en.wikipedia.org/wiki/Magic_Johnson%27s_Fast_Break,Sports ,True
The Magic of Scheherazade,Culture Brain,Culture Brain,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Magic_of_Scherezade.JPG/220px-Magic_of_Scherezade.JPG,https://en.wikipedia.org/wiki/The_Magic_of_Scheherazade,Action-adventureRole-playing,False
Magician,Eurocom,Taxan,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Magician_Cover.jpg/220px-Magician_Cover.jpg,https://en.wikipedia.org/wiki/Magician_(video_game),Action role-playing game,False
MagMax,Nihon Bussan,FCI,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/MagMax_Cover.jpg/250px-MagMax_Cover.jpg,https://en.wikipedia.org/wiki/MagMax,Horizontally scrolling shooter,False
Mah Jong[c],Nintendo,Unreleased,Unreleased,Unreleased,Unreleased,https://www.mobygames.com/images/covers/l/636792-mahjong-nintendo-switch-front-cover.png,https://www.mobygames.com/game/mahjong__,Strategy,False
Major League Baseball,Atlus,LJN,Unreleased,1988,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/MajorLeagueBaseballLJNCover.jpg/220px-MajorLeagueBaseballLJNCover.jpg,https://en.wikipedia.org/wiki/Major_League_Baseball_(video_game),Sports ,True
Maniac Mansion,"Lucasfilm Games, Realtime Associates",Jaleco,Jaleco,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Maniac_Mansion_artwork.jpg/220px-Maniac_Mansion_artwork.jpg,https://en.wikipedia.org/wiki/Maniac_Mansion,Graphic adventure,False
Mappy-Land,TOSE,Taxan,Unreleased,1989,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Mappy_Land_box_art.jpg/220px-Mappy_Land_box_art.jpg,https://en.wikipedia.org/wiki/Mappy-Land,Platform game,False
Marble Madness,Rare,Milton Bradley Company,Milton Bradley Company,1989,1989,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/MarbleMadness_arcadeflyer.png/220px-MarbleMadness_arcadeflyer.png,https://en.wikipedia.org/wiki/Marble_Madness,"Platform, racing",True
Mario Bros.,Nintendo Research & Development 1,Nintendo,Nintendo,1986,1986,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Mariobrothers.png/220px-Mariobrothers.png,https://en.wikipedia.org/wiki/Mario_Bros.,Platform,True
Mario Bros. (Classic Series),Nintendo Research & Development 1,Unreleased,Nintendo,Unreleased,1993,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Mariobrothers.png/220px-Mariobrothers.png,https://en.wikipedia.org/wiki/Mario_Bros.,Platform,True
Mario Is Missing!,Radical Entertainment,Software Toolworks,Mindscape,1993,1994,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Mario_Is_Missing_cover.jpg/220px-Mario_Is_Missing_cover.jpg,https://en.wikipedia.org/wiki/Mario_Is_Missing!,Educational,False
Mario's Time Machine,Radical Entertainment,Software Toolworks,Unreleased,1994,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Mario%27s_Time_Machine_SNES.jpg/250px-Mario%27s_Time_Machine_SNES.jpg,https://en.wikipedia.org/wiki/Mario%27s_Time_Machine,Educational,False
Mechanized Attack,SNK,SNK,Unreleased,1990,Unreleased,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/MechanizedAttack.jpg/220px-MechanizedAttack.jpg,https://en.wikipedia.org/wiki/Mechanized_Attack,Rail shooter,False
Mega Man,Capcom,Capcom,Capcom,1987,1989,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Rockman_1987.jpg/220px-Rockman_1987.jpg,https://en.wikipedia.org/wiki/Mega_Man_(video_game),"Action, platform",False
Mega Man 2[a],Capcom,Capcom,Capcom,1989,1990,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Megaman2_box.jpg/220px-Megaman2_box.jpg,https://en.wikipedia.org/wiki/Mega_Man_2,"Action, platform",False
Mega Man 3,Capcom,Capcom,Nintendo,1990,1992,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Megaman3_box.jpg/220px-Megaman3_box.jpg,https://en.wikipedia.org/wiki/Mega_Man_3,"Action, platform",False
Mega Man 4,Capcom,Capcom,Nintendo,1992,1993,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Megaman4_box.jpg/220px-Megaman4_box.jpg,https://en.wikipedia.org/wiki/Mega_Man_4,"Action, platform",False
